Date,Relative_Humidity,Temperature_Farenheit_Edge,Relative_Humidity_Edge,Temperature_Farenheit_Difference_C-E,Relative_Humidity_C-E,Alive_or_Dead,Difference In Temperature From Empty Center,Difference In Temperature From Empty Edge,Difference In Humidity From Empty Center,Difference In Humidity From Empty Edge
2025-11-08,70.05416666666666,61.981249999999996,65.66250000000001,-2.4525,4.391666666666667,1.0,4.80375,7.19625,7.51875,3.2312499999999997
2025-11-09,83.1125,57.835625,73.83749999999999,-6.06375,9.275,1.0,11.454374999999999,17.649375,15.848958333333334,6.552083333333333
2025-11-10,85.02083333333333,49.566875,76.22604166666666,-6.07125,8.794791666666667,1.0,14.585625,20.580000000000002,17.257291666666667,8.480208333333334
2025-11-11,85.56875000000001,46.8425,76.34583333333333,-5.6925,9.222916666666666,1.0,11.604375,17.306250000000002,15.984375,6.7749999999999995
2025-11-12,88.89375,49.39625,77.43645833333333,-4.164375,11.457291666666668,1.0,5.15625,9.504375,16.380208333333332,4.984375
2025-11-13,90.17812500000001,52.728125,78.71770833333333,-4.2543750000000005,11.460416666666667,1.0,5.484375,9.84375,16.943749999999998,5.980208333333334
2025-11-14,90.46249999999999,60.393125,80.26145833333334,-4.5075,10.201041666666667,1.0,5.16,9.70875,16.067708333333332,6.342708333333333
2025-11-15,88.54062499999999,71.159375,77.17395833333333,-5.745,11.366666666666667,1.0,5.1656249999999995,10.940624999999999,12.667708333333332,1.5927083333333334
2025-11-16,83.64999999999999,64.96249999999999,70.38437499999999,-5.881875,13.265625,1.0,12.47625,18.52875,10.778125000000001,-1.3020833333333333
2025-11-17,81.19583333333334,58.131875,74.41041666666666,-4.86,6.785416666666666,1.0,13.22625,18.135,10.625,5.028125
2025-11-18,85.63854166666665,55.14124999999999,77.29375,-2.86125,8.344791666666667,1.0,9.365625,12.185625,15.411458333333334,7.360416666666667
2025-11-19,90.09375,54.546875,79.47291666666666,-2.795625,10.620833333333334,1.0,8.7075,11.555625,18.787499999999998,7.998958333333333
2025-11-20,90.88125000000001,55.180625,80.60104166666666,-0.9543750000000001,10.280208333333333,1.0,9.193125,10.156875,17.568749999999998,6.814583333333334
2025-11-21,92.00104166666667,57.820625,82.35104166666666,-1.8862500000000002,9.65,1.0,8.101875,9.995625,16.284375,6.123958333333333
2025-11-22,92.45208333333333,57.366875,83.14375,-4.2525,9.308333333333334,1.0,8.844375,13.336875,13.576041666666667,4.829166666666667
2025-11-23,92.47395833333333,56.864374999999995,83.51770833333333,-5.225625,8.956249999999999,1.0,8.113125,13.505625,10.864583333333334,3.0583333333333336
2025-11-24,92.60833333333333,56.605625,84.44375000000001,-5.98875,8.164583333333333,1.0,9.166875,15.097499999999998,9.367708333333333,2.611458333333333
2025-11-25,94.140625,59.64125000000001,83.67291666666667,-3.9656249999999997,10.467708333333333,1.0,4.3575,8.22,6.422916666666667,0.17604166666666665
2025-11-26,92.046875,58.255625,80.76458333333333,-6.890625,11.282291666666666,1.0,12.043125000000002,18.9975,1.3885416666666668,-0.9895833333333334
2025-11-27,91.59270833333333,51.60125,82.21041666666666,-8.791875,9.382291666666667,1.0,11.799375,21.121875,0.9635416666666666,1.6947916666666665
2025-11-28,91.378125,48.26,82.14166666666667,-9.009375,9.236458333333333,1.0,11.506875,20.840625,-0.28125,1.1989583333333333
2025-11-29,90.92083333333333,47.418125,81.78750000000001,-8.649375000000001,9.133333333333333,1.0,10.539375,18.90375,-0.8020833333333334,0.6177083333333333
2025-11-30,90.72083333333335,47.78187500000001,81.27499999999999,-8.05125,9.445833333333333,1.0,10.348125000000001,18.59625,-0.7489583333333334,0.4979166666666666
2025-12-01,89.95208333333333,45.888125,79.04270833333334,-7.081875,10.909374999999999,1.0,13.205625,20.135625,-1.3458333333333332,-2.5635416666666666
2025-12-02,90.61458333333333,46.694375,79.06354166666667,-6.755624999999999,11.551041666666668,1.0,12.474375,19.2075,-0.8312499999999999,-2.636458333333333
2025-12-03,88.79479166666665,45.756875,78.89687500000001,-7.0874999999999995,9.897916666666667,1.0,14.510625,21.478125000000002,-2.334375,-3.1437500000000003
2025-12-04,91.08854166666667,45.794375,79.00208333333333,-7.481249999999999,12.086458333333333,1.0,12.26625,19.78875,-0.6104166666666667,-3.5729166666666665
2025-12-05,90.12916666666666,44.02625,78.14687500000001,-7.56,11.982291666666667,1.0,14.2725,21.675,-1.715625,-5.0531250000000005
2025-12-06,91.93020833333333,48.505625,79.13645833333334,-7.9312499999999995,12.793750000000001,1.0,10.68,18.058125,-1.9427083333333333,-5.235416666666667
2025-12-07,92.94479166666667,49.34375,80.24270833333334,-6.9750000000000005,12.702083333333334,1.0,10.006874999999999,16.60125,-1.7864583333333333,-4.395833333333333
2025-12-08,91.99270833333333,46.13,80.04479166666667,-6.34125,11.947916666666666,1.0,12.3375,19.798125,-1.0739583333333333,-3.6145833333333335
2025-12-09,91.79583333333333,45.9575,81.08333333333333,-6.195,10.7125,1.0,11.041875,16.239375,-3.372916666666667,-4.454166666666667
2025-12-10,93.79270833333334,49.557500000000005,82.83437500000001,-5.797499999999999,10.958333333333334,1.0,8.338125,13.26375,-3.420833333333333,-2.9583333333333335
2025-12-11,93.371875,47.28875,82.915625,-5.878125,10.45625,1.0,10.513125,17.0184375,-2.103125,-2.3234375
