Date,Relative_Humidity,Temperature_Farenheit_Edge,Relative_Humidity_Edge,Temperature_Farenheit_Difference_C-E,Relative_Humidity_C-E,Alive_or_Dead,Difference In Temperature From Empty Center,Difference In Temperature From Empty Edge,Difference In Humidity From Empty Center,Difference In Humidity From Empty Edge
2025-11-08,65.66250000000001,60.96875,69.66041666666666,1.0125,-3.997916666666667,1.0,7.2562500000000005,6.18375,3.127083333333333,7.229166666666667
2025-11-09,73.83749999999999,53.513749999999995,76.70937500000001,4.3218749999999995,-2.8718749999999997,1.0,17.518125,13.3275,6.573958333333334,9.423958333333333
2025-11-10,76.22604166666666,44.15562500000001,79.45625,5.41125,-3.2302083333333336,1.0,20.656875,15.168750000000001,8.4625,11.710416666666667
2025-11-11,76.34583333333333,42.8225,80.58020833333333,4.0200000000000005,-4.234375,1.0,17.296875,13.28625,6.761458333333334,11.009375
2025-11-12,77.43645833333333,47.451875,83.54270833333334,1.944375,-6.10625,1.0,9.320625,7.56,4.922916666666667,11.090625000000001
2025-11-13,78.71770833333333,51.220625000000005,84.42604166666666,1.5075,-5.708333333333333,1.0,9.73875,8.33625,5.483333333333333,11.688541666666666
2025-11-14,80.26145833333334,59.21,84.83229166666666,1.183125,-4.570833333333334,1.0,9.6675,8.525625,5.866666666666667,10.913541666666667
2025-11-15,77.17395833333333,68.38250000000001,80.01041666666667,2.776875,-2.8364583333333333,1.0,10.910625000000001,8.16375,1.3010416666666667,4.429166666666666
2025-11-16,70.38437499999999,59.135,73.340625,5.827500000000001,-2.9562500000000003,1.0,18.358125,12.70125,-2.4875000000000003,1.6541666666666668
2025-11-17,74.41041666666666,52.679375,77.30416666666666,5.4525,-2.8937500000000003,1.0,18.08625,12.6825,3.8395833333333336,7.921875
2025-11-18,77.29375,51.644375,81.24895833333333,3.4968749999999997,-3.955208333333333,1.0,12.226875,8.68875,7.066666666666666,11.315624999999999
2025-11-19,79.47291666666666,51.078125,84.72812499999999,3.46875,-5.255208333333333,1.0,11.503124999999999,8.086875000000001,8.166666666666666,13.254166666666668
2025-11-20,80.60104166666666,52.716874999999995,86.87395833333333,2.46375,-6.272916666666667,1.0,10.147499999999999,7.693124999999999,7.288541666666667,13.0875
2025-11-21,82.35104166666666,55.788125,88.1125,2.0325,-5.761458333333334,1.0,9.988125,7.963125000000001,6.6343749999999995,11.885416666666666
2025-11-22,83.14375,53.794999999999995,88.765625,3.571875,-5.621875,1.0,13.096874999999999,9.764999999999999,4.267708333333333,10.451041666666667
