Date,Relative_Humidity,Temperature_Farenheit_Edge,Relative_Humidity_Edge,Temperature_Farenheit_Difference_C-E,Relative_Humidity_C-E,Alive_or_Dead,Difference In Temperature From Empty Center,Difference In Temperature From Empty Edge,Difference In Humidity From Empty Center,Difference In Humidity From Empty Edge
2025-11-08,78.16250000000001,63.71,60.081250000000004,-2.445,18.08125,1.0,6.54,8.924999999999999,15.627083333333333,-2.35
2025-11-09,91.12916666666666,59.935624999999995,61.41770833333334,-5.5275,29.711458333333336,1.0,14.090625000000001,19.749375,23.865624999999998,-5.867708333333333
2025-11-10,93.05208333333333,52.80125,59.79791666666667,-8.602500000000001,33.25416666666667,1.0,15.28875,23.814375,25.288541666666664,-7.947916666666667
2025-11-11,93.6875,48.760625000000005,61.06458333333333,-6.639375,32.62291666666667,1.0,12.575625,19.224375,24.103125000000002,-8.50625
2025-11-12,95.14479166666666,49.82,63.487500000000004,-3.050625,31.657291666666666,1.0,6.6937500000000005,9.928125,22.631249999999998,-8.964583333333334
2025-11-13,95.40625,52.503125000000004,67.45104166666667,-2.248125,27.95520833333333,1.0,7.265625,9.61875,22.171875,-5.286458333333333
2025-11-14,96.41875,57.15875,71.36666666666666,0.8962499999999999,25.052083333333332,1.0,7.329375,6.474374999999999,22.023958333333336,-2.5520833333333335
2025-11-15,95.67604166666666,68.35437499999999,72.98958333333333,1.235625,22.686458333333334,1.0,9.34125,8.135625,19.803124999999998,-2.591666666666667
2025-11-16,94.72083333333335,65.875625,66.35416666666667,-4.73625,28.366666666666664,1.0,14.534999999999998,19.441875,21.848958333333332,-5.332291666666666
2025-11-17,94.41562499999999,58.578125,67.153125,-2.668125,27.2625,1.0,15.864375,18.58125,23.844791666666666,-2.2291666666666665
2025-11-18,95.59791666666666,55.37562499999999,72.66354166666666,-1.065,22.934375,1.0,11.39625,12.42,25.370833333333334,2.7302083333333336
2025-11-19,99.88854166666668,54.475625,76.56354166666667,0.444375,23.325,1.0,11.876249999999999,11.484375,28.582291666666666,5.089583333333334
2025-11-20,99.90000000000002,55.28187500000001,78.99895833333333,2.038125,20.901041666666668,1.0,12.286875,10.258125,26.587500000000002,5.2124999999999995
2025-11-21,99.74062500000001,58.4675,81.06458333333333,1.378125,18.676041666666666,1.0,12.013125,10.6425,24.023958333333336,4.8374999999999995
2025-11-22,99.88229166666667,57.948125000000005,82.14583333333333,-1.3218750000000001,17.736458333333335,1.0,12.356250000000001,13.918125000000002,21.006249999999998,3.8312500000000003
2025-11-23,99.90000000000002,56.45374999999999,82.68333333333334,-0.5493750000000001,17.216666666666665,1.0,12.378749999999998,13.094999999999999,18.290625000000002,2.2239583333333335
2025-11-24,99.90000000000002,55.0025,83.51041666666667,-1.3331250000000001,16.38958333333333,1.0,12.219375,13.494375,16.659375,1.6781249999999999
2025-11-25,99.89270833333335,59.181875,84.28958333333334,-0.785625,15.603125,1.0,7.078125,7.760625,12.174999999999999,0.7927083333333332
2025-11-26,99.90000000000002,56.29624999999999,62.86041666666667,-3.6787500000000004,37.03958333333333,1.0,13.295625000000001,17.038125,9.241666666666667,-18.89375
2025-11-27,99.90000000000002,49.101875,64.81770833333333,-3.9131250000000004,35.08229166666667,1.0,14.17875,18.6225,9.270833333333334,-15.697916666666666
2025-11-28,99.90000000000002,45.48500000000001,69.86874999999999,-3.5381250000000004,30.03125,1.0,14.203125,18.065625,8.240625,-11.073958333333332
2025-11-29,99.90000000000002,45.171875,75.15833333333333,-3.6525,24.741666666666664,1.0,13.29,16.6575,8.177083333333334,-6.011458333333334
2025-11-30,99.90000000000002,45.355625,66.19895833333334,-3.47625,33.70104166666667,1.0,12.496875000000001,16.169999999999998,8.430208333333333,-14.578125
2025-12-01,99.90000000000002,44.30375,74.22395833333333,-4.185,25.676041666666666,1.0,14.518125,18.55125,8.602083333333333,-7.382291666666667
2025-12-02,99.90000000000002,45.123124999999995,76.38229166666666,-3.478125,23.51770833333333,1.0,14.180625,17.63625,8.454166666666667,-5.317708333333333
2025-12-03,99.90000000000002,44.2775,76.953125,-4.37625,22.946875000000002,1.0,15.7425,19.99875,8.770833333333334,-5.0874999999999995
2025-12-04,99.90000000000002,44.66375,78.09583333333333,-4.261875,21.804166666666664,1.0,14.354999999999999,18.658125000000002,8.201041666666667,-4.479166666666667
2025-12-05,99.77499999999999,43.540625,79.01770833333333,-5.15625,20.757291666666667,1.0,16.190625,21.189375000000002,7.930208333333333,-4.182291666666667
2025-12-06,99.90000000000002,46.65875,79.61770833333334,-3.7275000000000005,20.282291666666666,1.0,13.036875,16.21125,6.027083333333334,-4.754166666666666
2025-12-07,99.90000000000002,48.303125,78.20833333333333,-4.7700000000000005,21.691666666666666,1.0,11.17125,15.560625,5.16875,-6.430208333333333
2025-12-08,99.90000000000002,46.458124999999995,76.68229166666667,-6.703125,23.217708333333334,1.0,12.30375,20.12625,6.833333333333333,-6.977083333333333
2025-12-09,99.90000000000002,45.861875,76.50208333333333,-6.2625,23.397916666666664,1.0,10.878749999999998,16.14375,4.73125,-9.035416666666666
2025-12-10,99.90000000000002,48.5675,75.46979166666667,-4.621875,24.430208333333336,1.0,8.52375,12.27375,2.686458333333333,-10.322916666666666
2025-12-11,99.90000000000002,47.38625,75.35416666666667,-4.31625,24.545833333333334,1.0,12.425624999999998,17.310000000000002,4.497916666666667,-10.126041666666667
2025-12-12,99.90000000000002,47.918749999999996,75.66875,-5.581875,24.23125,1.0,11.885625,17.3025,3.7770833333333336,-10.935416666666667
2025-12-13,99.90000000000002,47.054375,74.0125,-7.125,25.8875,1.0,14.2275,22.14375,4.579166666666667,-11.629166666666668
2025-12-14,99.45,43.364375,69.89999999999999,-11.613750000000001,29.55,1.0,25.21875,37.284375000000004,7.91875,-13.673958333333333
2025-12-15,98.64375000000001,40.69625,71.33333333333333,-9.82875,27.31041666666667,1.0,19.42875,28.92375,6.1375,-13.478125
2025-12-16,99.90000000000002,41.76090909090909,72.83863636363637,-7.040454545454545,27.061363636363637,1.0,11.9475,22.929545454545455,4.438541666666667,-12.156818181818181
2025-12-17,99.90000000000002,,,,,1.0,8.900625,,1.71875,
2025-12-18,99.90000000000002,,,,,1.0,8.191875,,0.765625,
2025-12-19,99.90000000000002,,,,,1.0,14.46,,3.8947916666666664,
2025-12-20,99.9,,,,,1.0,15.101632653061225,,2.8489795918367347,
